BSI__PFLU_U_BE1__K141_63338_7			
BSI__PFLU_U_BE1__K141_156195_4			
BSI__PFLU_U_BE1__K141_63338_8			
BSI__PFLU_U_BE1__K141_156195_5			
BSI__PFLU_U_BE1__K141_63338_9			
BSI__PFLU_U_BE1__K141_156195_6			
BSI__PFLU_U_BE1__K141_63338_10			
BSI__PFLU_U_BE1__K141_156195_7			
BSI__PFLU_U_BE1__K141_63338_11			
BSI__PFLU_U_BE1__K141_156195_8			
BSI__PFLU_U_BE1__K141_63338_12			
BSI__PFLU_U_BE1__K141_156195_9			
BSI__PFLU_U_BE1__K141_62904_1			
BSI__PFLU_U_BE1__K141_62904_2		MA20_30110	
BSI__PFLU_U_BE1__K141_62904_3			
BSI__PFLU_U_BE1__K141_62904_4		pbpC	
BSI__PFLU_U_BE1__K141_156074_1		coxL	
BSI__PFLU_U_BE1__K141_156074_2		coxM	
BSI__PFLU_U_BE1__K141_156074_3			
BSI__PFLU_U_BE1__K141_156074_4			
BSI__PFLU_U_BE1__K141_156074_5			
BSI__PFLU_U_BE1__K141_156074_6			
BSI__PFLU_U_BE1__K141_156074_7			
BSI__PFLU_U_BE1__K141_6271_1		polA	
BSI__PFLU_U_BE1__K141_6271_2			
BSI__PFLU_U_BE1__K141_6271_3			
BSI__PFLU_U_BE1__K141_15553_1			
BSI__PFLU_U_BE1__K141_6271_4			
BSI__PFLU_U_BE1__K141_15553_2			
BSI__PFLU_U_BE1__K141_6271_5		ada	
BSI__PFLU_U_BE1__K141_15553_3			
BSI__PFLU_U_BE1__K141_15553_4			
BSI__PFLU_U_BE1__K141_62277_1		thiP	
BSI__PFLU_U_BE1__K141_62277_2		thiQ	
BSI__PFLU_U_BE1__K141_62277_3			
BSI__PFLU_U_BE1__K141_62277_4			
BSI__PFLU_U_BE1__K141_155441_1			
BSI__PFLU_U_BE1__K141_62277_5			
BSI__PFLU_U_BE1__K141_155441_2			
BSI__PFLU_U_BE1__K141_62277_6		lpxQ	
BSI__PFLU_U_BE1__K141_155441_3		gst	
BSI__PFLU_U_BE1__K141_62277_7			
BSI__PFLU_U_BE1__K141_155441_4		queG	
BSI__PFLU_U_BE1__K141_155441_5		msrB	
BSI__PFLU_U_BE1__K141_155441_6		msrA	
BSI__PFLU_U_BE1__K141_155441_7			
BSI__PFLU_U_BE1__K141_155441_8			
BSI__PFLU_U_BE1__K141_62115_1			
BSI__PFLU_U_BE1__K141_62115_2			
BSI__PFLU_U_BE1__K141_62115_3		ptpA	
BSI__PFLU_U_BE1__K141_62115_4			
BSI__PFLU_U_BE1__K141_15508_1			
BSI__PFLU_U_BE1__K141_62115_5			
BSI__PFLU_U_BE1__K141_15508_2			
BSI__PFLU_U_BE1__K141_62115_6			
BSI__PFLU_U_BE1__K141_15508_3			
BSI__PFLU_U_BE1__K141_62115_7			
BSI__PFLU_U_BE1__K141_15508_4			
BSI__PFLU_U_BE1__K141_62115_8			
BSI__PFLU_U_BE1__K141_15508_5			
BSI__PFLU_U_BE1__K141_62115_9			
BSI__PFLU_U_BE1__K141_15508_6			
BSI__PFLU_U_BE1__K141_62115_10			
BSI__PFLU_U_BE1__K141_15508_7			
BSI__PFLU_U_BE1__K141_62115_11			
BSI__PFLU_U_BE1__K141_15508_8			
BSI__PFLU_U_BE1__K141_15508_9			
BSI__PFLU_U_BE1__K141_15508_10			
BSI__PFLU_U_BE1__K141_61894_1			
BSI__PFLU_U_BE1__K141_153795_1			
BSI__PFLU_U_BE1__K141_61894_2			
BSI__PFLU_U_BE1__K141_153795_2			
BSI__PFLU_U_BE1__K141_61894_3			
BSI__PFLU_U_BE1__K141_153795_3		dme	
BSI__PFLU_U_BE1__K141_61894_4			
BSI__PFLU_U_BE1__K141_153795_4			
BSI__PFLU_U_BE1__K141_61894_5		celE	
BSI__PFLU_U_BE1__K141_153795_5		map	
BSI__PFLU_U_BE1__K141_61894_6			
BSI__PFLU_U_BE1__K141_61894_7			
BSI__PFLU_U_BE1__K141_61894_8		argD	
BSI__PFLU_U_BE1__K141_61894_9		argF	
BSI__PFLU_U_BE1__K141_61894_10			
BSI__PFLU_U_BE1__K141_61608_1			
BSI__PFLU_U_BE1__K141_61608_2			
BSI__PFLU_U_BE1__K141_61608_3		xth	
BSI__PFLU_U_BE1__K141_61608_4			
BSI__PFLU_U_BE1__K141_61608_5		grlA	
BSI__PFLU_U_BE1__K141_61608_6			
BSI__PFLU_U_BE1__K141_61608_7			
BSI__PFLU_U_BE1__K141_61608_8			
BSI__PFLU_U_BE1__K141_61608_9		tktA	
BSI__PFLU_U_BE1__K141_61608_10			
BSI__PFLU_U_BE1__K141_153677_1		tsaD	
BSI__PFLU_U_BE1__K141_153677_2		gpsA	
BSI__PFLU_U_BE1__K141_153677_3		yciI	
BSI__PFLU_U_BE1__K141_153677_4		MA20_25125	
BSI__PFLU_U_BE1__K141_153677_5			
BSI__PFLU_U_BE1__K141_153677_6			
BSI__PFLU_U_BE1__K141_153677_7			
BSI__PFLU_U_BE1__K141_153677_8			
BSI__PFLU_U_BE1__K141_153677_9			
BSI__PFLU_U_BE1__K141_153677_10			
BSI__PFLU_U_BE1__K141_153677_11		rsmJ	
BSI__PFLU_U_BE1__K141_153677_12		MA20_42120	
BSI__PFLU_U_BE1__K141_61510_1			
BSI__PFLU_U_BE1__K141_61510_2			
BSI__PFLU_U_BE1__K141_61510_3			
BSI__PFLU_U_BE1__K141_61510_4			
BSI__PFLU_U_BE1__K141_61510_5			
BSI__PFLU_U_BE1__K141_61510_6			
BSI__PFLU_U_BE1__K141_61510_7			
BSI__PFLU_U_BE1__K141_61510_8			
BSI__PFLU_U_BE1__K141_61510_9			
BSI__PFLU_U_BE1__K141_61510_10			
BSI__PFLU_U_BE1__K141_152651_1			
BSI__PFLU_U_BE1__K141_61510_11		dctM1	
BSI__PFLU_U_BE1__K141_152651_2			
BSI__PFLU_U_BE1__K141_152651_3			
BSI__PFLU_U_BE1__K141_152651_4			
BSI__PFLU_U_BE1__K141_152651_5			
BSI__PFLU_U_BE1__K141_152651_6			
BSI__PFLU_U_BE1__K141_61507_1		rlmI	
BSI__PFLU_U_BE1__K141_61507_2			
BSI__PFLU_U_BE1__K141_61507_3		fbpC	
BSI__PFLU_U_BE1__K141_61507_4			
BSI__PFLU_U_BE1__K141_61507_5			
BSI__PFLU_U_BE1__K141_60923_1		MA20_01305	
BSI__PFLU_U_BE1__K141_60923_2			
BSI__PFLU_U_BE1__K141_60923_3			
BSI__PFLU_U_BE1__K141_60923_4			
BSI__PFLU_U_BE1__K141_152326_1			
BSI__PFLU_U_BE1__K141_152326_2			
BSI__PFLU_U_BE1__K141_152326_3			
BSI__PFLU_U_BE1__K141_152326_4			
BSI__PFLU_U_BE1__K141_152326_5			
BSI__PFLU_U_BE1__K141_152326_6			
BSI__PFLU_U_BE1__K141_152326_7			
BSI__PFLU_U_BE1__K141_152326_8			
BSI__PFLU_U_BE1__K141_152326_9			
BSI__PFLU_U_BE1__K141_60525_1			
BSI__PFLU_U_BE1__K141_60525_2			
BSI__PFLU_U_BE1__K141_60525_3		aroF	
BSI__PFLU_U_BE1__K141_60525_4			
BSI__PFLU_U_BE1__K141_60525_5			
BSI__PFLU_U_BE1__K141_60525_6			
BSI__PFLU_U_BE1__K141_59635_1			
BSI__PFLU_U_BE1__K141_59635_2			
BSI__PFLU_U_BE1__K141_59635_3			
BSI__PFLU_U_BE1__K141_152159_1			
BSI__PFLU_U_BE1__K141_152159_2			
BSI__PFLU_U_BE1__K141_152159_3		trxB	
BSI__PFLU_U_BE1__K141_59464_1		parE	
BSI__PFLU_U_BE1__K141_59464_2			
BSI__PFLU_U_BE1__K141_59464_3			
BSI__PFLU_U_BE1__K141_59464_4			
BSI__PFLU_U_BE1__K141_59464_5			
BSI__PFLU_U_BE1__K141_59464_6			
BSI__PFLU_U_BE1__K141_59464_7			
BSI__PFLU_U_BE1__K141_59464_8			
BSI__PFLU_U_BE1__K141_59464_9			
BSI__PFLU_U_BE1__K141_59259_1			
BSI__PFLU_U_BE1__K141_59259_2			
BSI__PFLU_U_BE1__K141_59259_3		ribE	
BSI__PFLU_U_BE1__K141_59259_4			
BSI__PFLU_U_BE1__K141_59259_5			
BSI__PFLU_U_BE1__K141_59259_6			
BSI__PFLU_U_BE1__K141_152137_1			
BSI__PFLU_U_BE1__K141_59259_7		soxV	
BSI__PFLU_U_BE1__K141_152137_2		MA20_42240	
BSI__PFLU_U_BE1__K141_59259_8		soxW	
BSI__PFLU_U_BE1__K141_152137_3		yfiC	
BSI__PFLU_U_BE1__K141_59259_9		soxX	
BSI__PFLU_U_BE1__K141_152137_4			
BSI__PFLU_U_BE1__K141_59259_10		soxY	
BSI__PFLU_U_BE1__K141_152137_5			
BSI__PFLU_U_BE1__K141_59259_11		soxZ	
BSI__PFLU_U_BE1__K141_152137_6			
BSI__PFLU_U_BE1__K141_59259_12		soxA	
BSI__PFLU_U_BE1__K141_152137_7			
BSI__PFLU_U_BE1__K141_59259_13		soxB	
BSI__PFLU_U_BE1__K141_152137_8			
BSI__PFLU_U_BE1__K141_59259_14		soxC	
BSI__PFLU_U_BE1__K141_152137_9		rpsD	
BSI__PFLU_U_BE1__K141_59259_15		soxD	
BSI__PFLU_U_BE1__K141_152137_10			
BSI__PFLU_U_BE1__K141_59259_16		soxE	
BSI__PFLU_U_BE1__K141_152137_11		phnC	
BSI__PFLU_U_BE1__K141_152137_12		phnD	
BSI__PFLU_U_BE1__K141_152137_13		phoE	
BSI__PFLU_U_BE1__K141_152137_14		phoT	
BSI__PFLU_U_BE1__K141_152137_15			
BSI__PFLU_U_BE1__K141_59085_1			
BSI__PFLU_U_BE1__K141_151766_1		pntB	
BSI__PFLU_U_BE1__K141_59085_2			
BSI__PFLU_U_BE1__K141_151766_2			
BSI__PFLU_U_BE1__K141_59085_3			
BSI__PFLU_U_BE1__K141_151766_3		fsr	
BSI__PFLU_U_BE1__K141_59085_4			
BSI__PFLU_U_BE1__K141_59085_5			
BSI__PFLU_U_BE1__K141_59085_6			
BSI__PFLU_U_BE1__K141_59085_7			
BSI__PFLU_U_BE1__K141_151647_1			
BSI__PFLU_U_BE1__K141_151647_2			
BSI__PFLU_U_BE1__K141_151647_3			
BSI__PFLU_U_BE1__K141_151647_4			
BSI__PFLU_U_BE1__K141_151647_5			
BSI__PFLU_U_BE1__K141_151647_6			
BSI__PFLU_U_BE1__K141_151647_7			
BSI__PFLU_U_BE1__K141_151647_8			
BSI__PFLU_U_BE1__K141_151647_9			
BSI__PFLU_U_BE1__K141_151647_10			
BSI__PFLU_U_BE1__K141_59058_1			
BSI__PFLU_U_BE1__K141_59058_2		recN	
BSI__PFLU_U_BE1__K141_59058_3			
BSI__PFLU_U_BE1__K141_59058_4			
BSI__PFLU_U_BE1__K141_59058_5			
BSI__PFLU_U_BE1__K141_59058_6			
BSI__PFLU_U_BE1__K141_59058_7			
BSI__PFLU_U_BE1__K141_59058_8			
BSI__PFLU_U_BE1__K141_59058_9			
BSI__PFLU_U_BE1__K141_59058_10			
BSI__PFLU_U_BE1__K141_59058_11			
BSI__PFLU_U_BE1__K141_59058_12			
BSI__PFLU_U_BE1__K141_59058_13			
BSI__PFLU_U_BE1__K141_59058_14			
BSI__PFLU_U_BE1__K141_59058_15			
BSI__PFLU_U_BE1__K141_59058_16		rhaD	
BSI__PFLU_U_BE1__K141_59058_17		rhaA	
BSI__PFLU_U_BE1__K141_59058_18			
BSI__PFLU_U_BE1__K141_59058_19			
BSI__PFLU_U_BE1__K141_59058_20			
BSI__PFLU_U_BE1__K141_59058_21			
BSI__PFLU_U_BE1__K141_59058_22			
BSI__PFLU_U_BE1__K141_59058_23			
BSI__PFLU_U_BE1__K141_151464_1			
BSI__PFLU_U_BE1__K141_151464_2			
BSI__PFLU_U_BE1__K141_151464_3			
BSI__PFLU_U_BE1__K141_58872_1			
BSI__PFLU_U_BE1__K141_151464_4			
BSI__PFLU_U_BE1__K141_58872_2		rutR	
BSI__PFLU_U_BE1__K141_151464_5		ttgE	
BSI__PFLU_U_BE1__K141_58872_3			
BSI__PFLU_U_BE1__K141_151464_6			
BSI__PFLU_U_BE1__K141_58872_4			
BSI__PFLU_U_BE1__K141_151464_7			
BSI__PFLU_U_BE1__K141_58872_5			
BSI__PFLU_U_BE1__K141_151464_8		pepN	
BSI__PFLU_U_BE1__K141_58872_6			
BSI__PFLU_U_BE1__K141_151464_9		ygfF	
BSI__PFLU_U_BE1__K141_58872_7			
BSI__PFLU_U_BE1__K141_151464_10			
BSI__PFLU_U_BE1__K141_58872_8			
BSI__PFLU_U_BE1__K141_151464_11			
BSI__PFLU_U_BE1__K141_58872_9			
BSI__PFLU_U_BE1__K141_151464_12			
BSI__PFLU_U_BE1__K141_151464_13			
BSI__PFLU_U_BE1__K141_151464_14		gatB	
BSI__PFLU_U_BE1__K141_151464_15			
BSI__PFLU_U_BE1__K141_151464_16			
BSI__PFLU_U_BE1__K141_151464_17			
BSI__PFLU_U_BE1__K141_151464_18			
BSI__PFLU_U_BE1__K141_151464_19			
BSI__PFLU_U_BE1__K141_151464_20		sdaA	
BSI__PFLU_U_BE1__K141_151464_21			
BSI__PFLU_U_BE1__K141_151464_22			
BSI__PFLU_U_BE1__K141_58151_1		kdgK_2	
BSI__PFLU_U_BE1__K141_58151_2			
BSI__PFLU_U_BE1__K141_58151_3			
BSI__PFLU_U_BE1__K141_58151_4			
BSI__PFLU_U_BE1__K141_58151_5		uraH	
BSI__PFLU_U_BE1__K141_58151_6		smpB	
BSI__PFLU_U_BE1__K141_58151_7			
BSI__PFLU_U_BE1__K141_151098_1		fbp	
BSI__PFLU_U_BE1__K141_151098_2			
BSI__PFLU_U_BE1__K141_151098_3			
BSI__PFLU_U_BE1__K141_151098_4			
BSI__PFLU_U_BE1__K141_151098_5			
BSI__PFLU_U_BE1__K141_151098_6			
BSI__PFLU_U_BE1__K141_151098_7			
BSI__PFLU_U_BE1__K141_151098_8			
BSI__PFLU_U_BE1__K141_151098_9			
BSI__PFLU_U_BE1__K141_151098_10			
BSI__PFLU_U_BE1__K141_151098_11			
BSI__PFLU_U_BE1__K141_57901_1		flgG	
BSI__PFLU_U_BE1__K141_57901_2		flgA	
BSI__PFLU_U_BE1__K141_57901_3		flgH	
BSI__PFLU_U_BE1__K141_57901_4		fliL2	
BSI__PFLU_U_BE1__K141_57901_5			
BSI__PFLU_U_BE1__K141_57901_6			
BSI__PFLU_U_BE1__K141_57901_7			
BSI__PFLU_U_BE1__K141_57901_8			
BSI__PFLU_U_BE1__K141_57901_9			
BSI__PFLU_U_BE1__K141_57901_10			
BSI__PFLU_U_BE1__K141_57901_11			
BSI__PFLU_U_BE1__K141_57878_1			
BSI__PFLU_U_BE1__K141_57878_2			
BSI__PFLU_U_BE1__K141_57878_3			
BSI__PFLU_U_BE1__K141_151021_1			
BSI__PFLU_U_BE1__K141_151021_2			
BSI__PFLU_U_BE1__K141_151021_3			
BSI__PFLU_U_BE1__K141_151021_4		dksA	
BSI__PFLU_U_BE1__K141_151021_5		nahG	
BSI__PFLU_U_BE1__K141_151021_6		MA20_09415	
BSI__PFLU_U_BE1__K141_151021_7			
BSI__PFLU_U_BE1__K141_151021_8			
BSI__PFLU_U_BE1__K141_151021_9			
BSI__PFLU_U_BE1__K141_151021_10			
BSI__PFLU_U_BE1__K141_151021_11			
BSI__PFLU_U_BE1__K141_57656_1			
BSI__PFLU_U_BE1__K141_151021_12			
BSI__PFLU_U_BE1__K141_57656_2			
BSI__PFLU_U_BE1__K141_151021_13			
BSI__PFLU_U_BE1__K141_57656_3			
BSI__PFLU_U_BE1__K141_151021_14			
BSI__PFLU_U_BE1__K141_57656_4			
BSI__PFLU_U_BE1__K141_151021_15			
BSI__PFLU_U_BE1__K141_57656_5			
BSI__PFLU_U_BE1__K141_151021_16			
BSI__PFLU_U_BE1__K141_57656_6			
BSI__PFLU_U_BE1__K141_151021_17		grp	
