#
#  muricauda_eckloniaecyc 1.0 Reactions link table generated on Sun Jun 25, 2023
#
RXN-9514	EC-1.1.1.100
RXN0-7187	
RXN-14693	
RXN-9922	
RXN-18031	
RXN-12149	
RXN-14557	EC-2.4.1.304
RXN-22319	
RXN-12541	
RXN-13034	EC-4.2.2.26
RXN-22315	
RXN-22388	
RXN-11811	
RXN-7587	
TEICHOICSYN2-RXN	EC-2.4.1.187
RXN-20459	
RXN-14409	
RXN-14812	
RXN-8315	
RXN-14809	
RXN-12540	
RXN-13248	EC-4.1.1
DTDPGLUCDEHYDRAT-RXN	EC-4.2.1.46
RXN-17633	
RXN-5721	
RXN-12625	EC-3.2.1.52
RXN-15348	
RXN-16454	
RXN-22591	EC-3.2.1.52
RXN-11042	
GLYRIBONUCSYN-RXN	EC-6.3.4.13
RXN-14396	
RXN-17881	
2.1.1.79-RXN	EC-2.1.1.79
GLUCOSE-6-PHOSPHATE-1-EPIMERASE-RXN	EC-5.1.3.15
RXN-22612	EC-3.2.1.52
RXN-22606	
RXN1G-2544	EC-2.1.1.79
RXN-8173	
RXN-12877	
RXN-22643	
RXN-7421	EC-2.1.1.79
RXN-16765	
RXN-21432	EC-3.2.1.52
RXN-20884	
RXN-17753	
RXN1G01-65	EC-2.1.1.79
RXN-22287	
RXN-18082	EC-3.2.1.52
RXN-6081	
RXN-21019	
PRODISULFREDUCT-A-RXN	
RXN1G-3641	EC-2.1.1.79
RXN-15356	
RXN-12626	EC-3.2.1.52
RXN-22286	
RXN-18032	
RXN-21230	
RXN-14515	
RXN-18501	
THREOSPON-RXN	
DTDPGLUCOSEPP-RXN	EC-2.7.7.24
RXN-19022	
TRYPTOPHAN--TRNA-LIGASE-RXN	EC-6.1.1.2
3.2.1.52-RXN	EC-3.2.1.52
RXN0-6721	
RXN-22316	
RXN-20900	
RXN-21000	
RXN0-7188	
RXN0-5226	EC-3.2.1.52
RXN-8899	
RXN-14813	
RXN-18392	
ARYLSULFAT-RXN	EC-3.1.6.1
RXN-20165	EC-3.1.6.1
RXN-16956	EC-1.2.1.7
RXN-16955	EC-1.2.1.7
FGAMSYN-RXN	EC-6.3.5.3
RXN-11591	EC-2.1.1.176
RXN-15203	EC-2.4.1.320
RXN-15202	EC-2.4.1.319
ACETOACETYL-COA-TRANSFER-RXN	EC-2.8.3.9
2.8.3.9-RXN	EC-2.8.3.9
PHOSPHOGLUCMUT-RXN	EC-5.4.2.2
R8-RXN	EC-2.8.3.8
RXN-16997	
RXN-18499	EC-1.4.1.26
RXN-16998	
R11-RXN	EC-2.8.3.1	EC-2.8.3.8
RXN-14246	
ACECOATRANS-RXN	EC-2.8.3.8
RXN-4821	EC-3.5.99
DIAMINOPIMELATE-DEHYDROGENASE-RXN	EC-1.4.1.16
RXN-15727	EC-2.8.3.8
D-ALANINE-AMINOTRANSFERASE-RXN	EC-2.6.1.21
RXN-14531	EC-2.8.4.5
3.5.1.81-RXN	EC-3.5.1.81
RXN-18693	EC-2.8.1.13
3-OXOADIPATE-COA-TRANSFERASE-RXN	EC-2.8.3.6
3.2.1.78-RXN	EC-3.2.1.78
RXN-10085	EC-2.8.3.6
CARBPSYN-RXN	EC-6.3.5.5
RXN-22735	EC-6.3.4.16
RXN-16820	EC-2.8.1.13
RXN-16909	
3-OXOACID-COA-TRANSFERASE-RXN	EC-2.8.3.5
RXN-22736	
RXN0-2023	EC-2.8.1.13
RXN-14196	
UDP-NACMUR-ALA-LIG-RXN	EC-6.3.2.8
RXNI-2	EC-2.8.3.5
CYTOCHROME-C-PEROXIDASE-RXN	EC-1.11.1.5
RXN-11029	EC-2.4.1.227
CTPSYN-RXN	EC-6.3.4.2
RXN-8976	EC-2.4.1.227
R15-RXN	EC-2.6.1.88
RXN-14325	
RXN-14147	EC-2.6.1.88
RXN0-305	EC-5.3.1.22
RXN-22615	EC-2.4.1.227
RXN-22611	EC-2.4.1.227
BETA-PHOSPHOGLUCOMUTASE-RXN	EC-5.4.2.6
RXN-11346	EC-2.4.1.227
RXN-16995	
RXN-9952	EC-1.1.1.44
RXN-16996	
NACGLCTRANS-RXN	EC-2.4.1.227
RXN1YI0-14	EC-1.3.5.1
RXN-15447	
RXN1YI0-24	
UDP-NACMURALA-GLU-LIG-RXN	EC-6.3.2.9
RXN-3341	EC-1.1.1.343
PMPOXI-RXN	EC-1.4.3.5
GLU6PDEHYDROG-RXN	EC-1.1.1.49
PHOSNACMURPENTATRANS-RXN	EC-2.7.8.13
RXN-14451	
RXN-14819	EC-1.1.1.363
RXN-15378	EC-1.3.5.1
PNPOXI-RXN	EC-1.4.3.5
RXN-11347	EC-2.7.8.13
6PGLUCONOLACT-RXN	EC-3.1.1.31
RXN-16664	EC-3.4.17.13
ABC-11-RXN	EC-7.2.2.16
RXN-11028	EC-2.7.8.13
RXN0-5227	EC-3.4.17.13
ABC-10-RXN	EC-7.2.2.17
RXN-14963	EC-1.3.5.1
RXN-14962	
3.4.17.13-RXN	EC-3.4.17.13
RXN-8975	EC-2.7.8.13
ORNITHINE--OXO-ACID-AMINOTRANSFERASE-RXN	EC-2.6.1.13
RXN-22610	EC-2.7.8.13
ORNITHINE-GLU-AMINOTRANSFERASE-RXN	EC-2.6.1.13
RXN-11601	EC-2.1.1.190
ABC-9-RXN	EC-7.2.2.18
RXN-21393	EC-1.3.5.1
UDP-NACMURALGLDAPLIG-RXN	EC-6.3.2.13
SUCCINATE-DEHYDROGENASE-UBIQUINONE6-RXN	EC-1.3.5.1
2.7.7.8-RXN	EC-2.7.7.8
R601-RXN	EC-1.3.5.1
RXN-14971	EC-1.3.5.1
SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN	EC-1.3.5.1
AICARSYN-RXN	EC-4.3.2.2
RXN0-5245	
3.4.11.1-RXN	EC-3.4.11.9	EC-3.4.11.1
AMPSYN-RXN	EC-4.3.2.2
3.4.11.9-RXN	EC-3.4.11.9
RXN-22497	EC-4.3.2.2
URACIL-PRIBOSYLTRANS-RXN	EC-2.4.2.9
2.1.1.34-RXN	EC-2.1.1.34
THI-P-KIN-RXN	EC-2.7.4.16
RXN0-1321	EC-2.4.2.29
RXN-11667	EC-4.2.1.150
RXN0-5181	EC-3.2.1.1
ALPHA-AMYL-RXN	EC-3.2.1.1
3.2.1.1-RXN	EC-3.2.1.1
PORPHOBILSYNTH-RXN	EC-4.2.1.24
RXN-1823	EC-3.2.1.1
RXN0-1461	EC-1.3.3.3
2.3.1.128-RXN	EC-2.3.1.266
RXN-11109	EC-5.6.2
RXN-22623	EC-1.1.1.95
RXN-18434	EC-2.3.1.267
PGLYCDEHYDROG-RXN	EC-1.1.1.95
KETOGLUTREDUCT-RXN	EC-1.1.1.399
RXN-16701	EC-1.1.1.399
RXN-11592	EC-2.1.1.177
QUINOPRIBOTRANS-RXN	EC-2.4.2.19
HISTIDINE--TRNA-LIGASE-RXN	EC-6.1.1.21
ISOCITDEH-RXN	EC-1.1.1.42
RXN-9951	
RXN-8642	
RXN-14517	EC-2.1.1.228
RXN-10642	EC-4.1.1.37
RXN-12458	EC-2.1.1.228
DALADEHYDROG-RXN	EC-1.4.5
UROGENDECARBOX-RXN	EC-4.1.1.37
GAPOXNPHOSPHN-RXN	EC-1.2.1.12
OHMETHYLBILANESYN-RXN	EC-2.5.1.61
RXN-21526	
RXN-21527	
RXN-21523	
RXN0-6684	
RXN-21524	
RXN-7743	EC-2.3.3.21
RXN-21525	
RXN-11638	EC-2.1.1.199
R-2-METHYLMALATE-DEHYDRATASE-RXN	EC-4.2.1.35
PROTEIN-TYROSINE-PHOSPHATASE-RXN	EC-3.1.3.48
RXN-13163	EC-4.2.1.33
RXN-8991	
GLUCOSE-1-PHOSPHAT-RXN	EC-3.1.3.10
NAD-SYNTH-NH3-RXN	EC-6.3.1.5
GLUTRNAREDUCT-RXN	EC-1.2.1.70
3-ISOPROPYLMALISOM-RXN	
RXN-17518	EC-4.99.1.9
RXN-8992	EC-2.5.1.90
3.4.11.2-RXN	EC-3.4.11.14	EC-3.4.11.2
RXN-10058	EC-3.5.4.26
RXN-11586	EC-2.1.1.192
PROTOHEMEFERROCHELAT-RXN	EC-4.98.1.1
RIBOFLAVINSYNDEAM-RXN	EC-3.5.4.26
RIBOFLAVINSYNREDUC-RXN	EC-1.1.1.193
2TRANSKETO-RXN	EC-2.2.1.1
1TRANSKETO-RXN	EC-2.2.1.1
RXN-14992	EC-2.1.1.297
3.2.2.10-RXN	EC-3.2.2.10
RXN-14065	EC-3.2.2.10
RXN0-1342	EC-2.4.99.17
2.5.1.19-RXN	EC-2.5.1.19
RXNQT-4191	EC-3.1.3.100
XMPXAN-RXN	EC-3.1.3.5
RXN-14026	EC-3.1.3.91	EC-3.1.3.5
CHORISMATEMUT-RXN	EC-5.4.99.5
AMP-DEPHOSPHORYLATION-RXN	EC-3.1.3.5
PREPHENATEDEHYDROG-RXN	EC-1.3.1.12
RXN-7609	EC-3.1.3.5
RXN-7737	EC-2.6.1.83
RXN-7607	EC-3.1.3.99	EC-3.1.3.5
PREPHENATEDEHYDRAT-RXN	EC-4.2.1.51
RXN-14025	EC-3.1.3.5
3.6.3.43-RXN	EC-7.4.2.14
5-NUCLEOTID-RXN	EC-3.1.3.5
1.5.1.20-RXN	EC-1.5.1.20
RXN-14227	EC-3.1.3.5
HOMOCYSMETB12-RXN	EC-2.1.1.13
RXN-21538	
RXN-21539	
RXN-5841	EC-3.1.3.5
DIHYDRODIPICSYN-RXN	EC-4.3.3.7
THIOREDOXIN-REDUCT-NADPH-RXN	EC-1.8.1.9
P-PANTOCYSLIG-RXN	EC-6.3.2.5
SIROHEME-FERROCHELAT-RXN	EC-4.99.1.4
RXN-22914	
RXN-22915	
P-PANTOCYSDECARB-RXN	EC-4.1.1.36
UROGENIIISYN-RXN	EC-4.2.1.75
RXN-20457	
RXN-13403	EC-2.1.1.107
RXN-20456	
UROPORIIIMETHYLTRANSA-RXN	
GLUTAMIDOTRANS-RXN	EC-4.3.2.10
RXN-8675	
RXN-17900	
DIMETHUROPORDEHYDROG-RXN	EC-1.3.1.76
ENOYL-ACP-REDUCT-NADH-RXN	EC-1.3.1.9
SULFITE-REDUCTASE-FERREDOXIN-RXN	EC-1.8.7.1
NUCLEOSIDE-TRIPHOSPHATASE-RXN	EC-3.6.1.15
RXN-7708	EC-2.6.1.28
RXN-12753	
RXN-12754	
PHOSMANMUT-RXN	EC-5.4.2.8
ADENYLYLSULFKIN-RXN	EC-2.7.1.25
SULFATE-ADENYLYLTRANS-RXN	EC-2.7.7.4
RXN2B4Q-66	EC-2.3.1.241
RXN-12720	EC-2.7.7.4
ORNITHINE-RACEMASE-RXN	EC-5.1.1.12
RXN-22250	EC-2.3.1.241
1.8.4.8-RXN	EC-1.8.4.8
RXN-12019	EC-1.8.4.10
RXN-22488	EC-2.3.1.241
LAUROYLACYLTRAN-RXN	EC-2.3.1.241
RXN2DNV-6	EC-2.3.1.241
ASPARTATEKIN-RXN	EC-2.7.2.4
DCMP-DEAMINASE-RXN	EC-3.5.4.12
RXN-20792	EC-2.3.1.241
HOMOSERDEHYDROG-RXN	EC-1.1.1.3
3.4.21.102-RXN	EC-3.4.21.102
O-ACETYLHOMOSERINE-THIOL-LYASE-RXN	EC-2.5.1.49
RXN2B4Q-56	EC-2.3.1.241
ACETYLHOMOSER-CYS-RXN	EC-2.5.1.49
RIBONUCLEOSIDE-DIP-REDUCTI-RXN	EC-1.17.4.1
RHAMNISOM-RXN	EC-5.3.1.14
RXN-20407	EC-6.3.2.3
ADPREDUCT-RXN	EC-1.17.4.1
RXN0-6373	EC-1.1.5.2
RXN0-6372	
RXN0-748	EC-1.17.4.1
TRANS-RXN0-237	
GLUTATHIONE-SYN-RXN	EC-6.3.2.3
GDPREDUCT-RXN	EC-1.17.4.1
RXN-16632	EC-1.3.1.9
UDPREDUCT-RXN	EC-1.17.4.1
RXN0-722	EC-1.17.4.1
RXN-20401	EC-6.3.2.3
RXN0-747	EC-1.17.4.1
CDPREDUCT-RXN	EC-1.17.4.1
RIBONUCLEOSIDE-DIP-REDUCTII-RXN	EC-1.17.4.1
CYCLOMALTODEXTRINASE-RXN	EC-3.2.1.54
5.1.1.18-RXN	EC-5.1.1.18
INORGPYROPHOSPHAT-RXN	EC-3.6.1.1
RXN0-1134	EC-1.2.4.1
RXN-12583	
RXN0-2584	EC-3.2.2.27
RXN-12508	
3.2.1.135-RXN	EC-3.2.1.135
NICONUCADENYLYLTRAN-RXN	EC-2.7.7.18
DGTPTRIPHYDRO-RXN	EC-3.1.5.1
ENOYL-ACP-REDUCT-NADPH-RXN	EC-1.3.1.10	EC-1.3.1.104	EC-1.3.1.39
3.2.1.133-RXN	EC-3.2.1.133
DXS-RXN	EC-2.2.1.7
R17-RXN	EC-1.8.5.4
URPHOS-RXN	EC-2.4.2.2	EC-2.4.2.3
DLACTDEHYDROGNAD-RXN	EC-1.1.1.28
URA-PHOSPH-RXN	EC-2.4.2.3	EC-2.4.2.2
THYMIDYLATESYN-RXN	EC-2.1.1.45
RXN-13997	EC-3.5.4.33
RXN-18357	EC-1.5.1.3
METHYLVALERATE-RXN	EC-1.2.4.4
RXN-19329	EC-1.5.1.3
3.4.21.107-RXN	EC-3.4.21.107
1.2.4.4-RXN	EC-1.2.4.4
DIHYDROFOLATEREDUCT-RXN	EC-1.5.1.3
ASPARTATE--TRNA-LIGASE-RXN	EC-6.1.1.23	EC-6.1.1.12
RXN-22709	EC-1.5.1.3
FARNESYLTRANSTRANSFERASE-RXN	EC-2.5.1.29
FPPSYN-RXN	EC-2.5.1.10
GPPSYN-RXN	EC-2.5.1.1
KETOISOCAPROATE-RXN	EC-1.2.4.4
GLUTRACE-RXN	EC-5.1.1.3
3.2.1.25-RXN	EC-3.2.1.25
RXN-8999	EC-2.5.1.31
RXN1F-151	EC-5.5.1.19
RXN-9521	EC-1.3.1.104	EC-1.3.1.10	EC-1.3.1.39
NAD-KIN-RXN	EC-2.7.1.23
RXN-9526	EC-1.3.1.104	EC-1.3.1.10	EC-1.3.1.39
RXN1F-150	EC-5.5.1.19
3.4.21.92-RXN	EC-3.4.21.92
GALACTURIDYLYLTRANS-RXN	EC-2.7.7.12
RXN-15733	EC-2.7.6.3
RXN-8038	EC-5.5.1.19
GALACTOKIN-RXN	EC-2.7.1.6
RXN1F-148	EC-5.5.1.19
H2PTERIDINEPYROPHOSPHOKIN-RXN	EC-2.7.6.3
GLUCUROISOM-RXN	EC-5.3.1.12
RXN-12496	EC-5.5.1.19
RXN-9515	EC-1.3.1.104	EC-1.3.1.10	EC-1.3.1.39
RXN-2043	EC-3.2.1.4
RXN-10644	EC-5.5.1.19
GALACTUROISOM-RXN	EC-5.3.1.12
RXN-19368	EC-2.5.1.17
RXN-19365	
RXN-19150	EC-5.5.1.19
MANNONDEHYDRAT-RXN	EC-4.2.1.8
BTUR2-RXN	EC-2.5.1.17
RXN-19342	
RXN-19178	EC-5.5.1.19
RXN-19338	
RXN-19343	
RXN-19335	EC-2.5.1.17
RXN-19340	
RXN-19366	
GLYCPDIESTER-RXN	EC-3.1.4.46
MYO-INOSITOL-OXYGENASE-RXN	EC-1.13.99.1
RXN-14136	EC-3.1.4.46
RXN-19339	EC-2.5.1.17
2.7.13.3-RXN	EC-2.7.13.3
RXN-19344	
RXN-20557	EC-3.1.4.46
R343-RXN	
L-LACTATE-DEHYDROGENASE-CYTOCHROME-RXN	EC-1.1.2.3
R344-RXN	
RXN-14073	EC-3.1.4.46
GLUCONOKIN-RXN	EC-2.7.1.12
RXN0-5306	EC-5.1.3.32
L-FUCONATE-HYDRATASE-RXN	EC-4.2.1.68
RXN-19369	EC-2.5.1.17
RXN-19349	
RXN-14160	EC-3.1.4.46	EC-3.1.4.2
RXN-19334	
3-HYDROXYBUTYRYL-COA-DEHYDROGENASE-RXN	EC-1.1.1.157
COBALADENOSYLTRANS-RXN	
RXN-19364	
RXN-20556	EC-3.1.4.46
UDPSUGARHYDRO-RXN	EC-3.6.1.45
2.1.1.77-RXN	EC-2.1.1.77
MANNITOL-2-DEHYDROGENASE-RXN	EC-1.1.1.67
GLYOHMETRANS-RXN	EC-2.1.2.1
MANNPDEHYDROG-RXN	EC-1.1.1.17
RXN-19145	EC-2.3.2.5
TRANSALDOL-RXN	EC-2.2.1.2
RXN-8342	EC-2.8.1.12
RXN-19151	EC-1.14.15.24
RXN-8186	
RXN-18694	EC-2.8.1.12
RXN-8187	
RXN-17809	EC-4.6.1.17
RXN-22814	EC-1.1.1.401
RXN1F-152	EC-1.14.15.24
RXN-8025	
2-ISOPROPYLMALATESYN-RXN	EC-2.3.3.13
RXN-12095	EC-1.1.1.401
RXN-11843	EC-5.4.99.29
RXN0-6550	EC-3.2.2.9
GKI-RXN	EC-2.7.1.165
RXN-8026	
RXN-11842	EC-5.4.99.28
METHYLTHIOADENOSINE-NUCLEOSIDASE-RXN	EC-3.2.2.9	EC-3.2.2.16
2.1.1.63-RXN	EC-2.1.1.63
RXN-8214	EC-1.14.15.24
ADENOSYLHOMOCYSTEINE-NUCLEOSIDASE-RXN	EC-3.2.2.9
3-CH3-2-OXOBUTANOATE-OH-CH3-XFER-RXN	EC-2.1.2.11
RXN-17824	EC-2.1.1.63
RXN-15635	EC-2.1.2.11
CARBOXYCYCLOHEXADIENYL-DEHYDRATASE-RXN	EC-4.2.1.91
RXN-19183	EC-1.14.15.24
RXN-15294	EC-1.16.3.2
RXN-12414	EC-1.3.99.31
RXN-15292	
RXN-15293	
RXN-12410	EC-1.3.99.29
RXN-12247	EC-1.3.99.28
RXN-22740	EC-5.3.1.5
RXN-8023	
4.3.1.17-RXN	EC-4.3.1.17
RXN-8024	
RXN-15125	
METHIONINE--TRNA-LIGASE-RXN	EC-6.1.1.10
XYLISOM-RXN	EC-5.3.1.5
RXN-16165	EC-6.1.1.10
RXN-12411	EC-1.3.99.26
F16BDEPHOS-RXN	EC-3.1.3.11
RXN-13654	EC-4.3.1.28
RXN-22739	EC-5.3.1.5
RXN-8022	
RXN-9382	EC-2.3.1.183
GLUCISOM-RXN	EC-5.3.1.5
ORNITHINE-CYCLODEAMINASE-RXN	EC-4.3.1.12
RXN-12412	
D-LYXOSE-KETOL-ISOMERASE-RXN	EC-5.3.1.15
RXN-11835	EC-5.4.99.21
RXN-14047	EC-4.2.1.3
ACONITATEDEHYDR-RXN	
TREHALA-RXN	EC-3.2.1.28
ACONITATEHYDR-RXN	
RXN0-6254	EC-2.7.7.76
RXN-10837	EC-2.3.1.183
RXN197R-54	EC-3.2.1.51
RXN-21564	EC-2.7.7.76
RXN0-6366	EC-2.8.4.4
RXN-8348	EC-2.10.1.1
RXN-19378	EC-3.2.1.51
NMNAMIDOHYDRO-RXN	EC-3.5.1.42
RXN-12473	EC-2.8.1.11
RXN-11361	EC-2.7.7.80
ALPHA-L-FUCOSIDASE-RXN	EC-3.2.1.51
RXN-21816	EC-3.2.1.51
MANNPISOM-RXN	EC-5.3.1.8
RXN-11633	EC-2.1.1.182
4.2.3.12-RXN	EC-4.2.3.12
RXN-19379	EC-3.2.1.51
RXN0-5507	EC-4.1.2.50
RXN-16427	EC-2.7.7.77
IPPISOM-RXN	EC-5.3.3.2
RXN0-2161	EC-6.1.1.11
RXN-21601	EC-2.7.7.77
3PGAREARR-RXN	EC-5.4.2.12
RXN-16457	
SERINE--TRNA-LIGASE-RXN	EC-6.1.1.11
RXN-16456	
RXN-17875	EC-3.4.11.18
FADSYN-RXN	EC-2.7.7.2
S-FORMYLGLUTATHIONE-HYDROLASE-RXN	EC-3.1.2.12
RXN-18511	EC-2.7.7.2
RXN-17878	EC-3.4.11.18
RXN-21295	EC-2.7.7.77
RIBOFLAVINKIN-RXN	EC-2.7.1.26
RXN-18510	EC-2.7.1.26
MALTODEXGLUCOSID-RXN	EC-3.2.1.20
RXN-17874	EC-3.4.11.18
RXN0-262	EC-2.7.7.77
RXN-14282	EC-3.2.1.20
RXN-17877	EC-3.4.11.18
RXN0-5183	EC-3.2.1.20
RXN-8340	EC-4.1.99.22
RXN-16747	EC-2.6.1.109
RXN-17873	EC-3.4.11.18
RXN-14281	EC-3.2.1.20
3.4.11.18-RXN	EC-3.4.11.18
PRPPSYN-RXN	EC-2.7.6.1
1.3.99.16-RXN	EC-1.3.99.16
DIOHBUTANONEPSYN-RXN	EC-4.1.99.12
1.7.7.2-RXN	EC-1.7.7.2
RXN-17876	EC-3.4.11.18
RXN-15910	EC-3.2.1.20
RXN-22613	EC-3.5.1.28
GTP-CYCLOHYDRO-II-RXN	EC-3.5.4.25
RXN-14283	EC-3.2.1.20
RXN-16938	EC-3.5.1.28
UNDECAPRENOL-KINASE-RXN	EC-2.7.1.66
RXN-13854	EC-1.7.1.15
DIACYLGLYKIN-RXN	EC-2.7.1.107
RXN0-5225	EC-3.5.1.28
RXN-9868	EC-3.1.1.45
RXN-9857	EC-3.1.1.45
TRANS-RXN-214	EC-7.2.1.1
TRANS-RXN-505	
RXN-14267	EC-3.5.1.28
RXN-9887	EC-3.1.1.45
RXN-22450	EC-7.2.1.1
TRANS-RXN-189	
RXN0-267	EC-1.11.1.24
RXN-22618	
DIENELACHYDRO-RXN	EC-3.1.1.45
RXN0-7008	EC-1.5.5.2
RXN-22617	EC-1.11.1.24
3.4.24.32-RXN	EC-3.5.1.28	EC-3.4.24.32
RXN-22616	
RXN0-7005	
RXN-14903	EC-1.5.5.2
RXN-9890	EC-3.1.1.45
1.11.1.15-RXN	EC-1.11.1.24
NAPHTHOATE-SYN-RXN	EC-4.1.3.36
RXN-22620	EC-1.11.1.24
RXN-14116	EC-1.2.1.88
RXN-22619	
RXN0-5468	
RXN-11578	EC-2.1.1.170
CARBOXYMETHYLENEBUTENOLIDASE-RXN	EC-3.1.1.45
RXN-20687	EC-1.11.1.25
RXN-20688	
R4-RXN	EC-1.11.1.26
RXN-13426	EC-1.14.19.3
RXN-20692	
RXN-20691	
RXN-16132	EC-1.14.19.3
SERINE-O-ACETTRAN-RXN	EC-2.3.1.30
RXN-16065	EC-1.14.19.3
RXN-20693	EC-1.11.1.27
RXN-20694	
RXN-12726	EC-2.5.1.47
RXN-20697	
RXN-17112	EC-1.14.19.3
RXN-20695	
RXN-20696	
1.14.19.3-RXN	EC-1.14.19.3
ACSERLY-RXN	EC-2.5.1.47
RXN1F-20	EC-6.6.1.1
HISTPRATPHYD-RXN	EC-3.6.1.31
HISTCYCLOHYD-RXN	EC-3.5.4.19
RXN-20690	EC-1.11.1.28
RXN-19953	
RXN-19954	
HISTIDPHOS-RXN	EC-3.1.3.15
4.1.1.81-RXN	EC-4.1.1.81
RXN-20689	
RXN-11063	EC-4.4.1.11
5.3.1.17-RXN	EC-5.3.1.17
RXN-16804	
GLUCONATE-5-DEHYDROGENASE-RXN	EC-1.1.1.69
METHIONINE-GAMMA-LYASE-RXN	EC-4.4.1.11
RXN-14301	
RXN-11064	EC-4.4.1.11
RXN-19782	EC-3.1.1.11
RXN-7719	EC-1.8.1.4
1.8.1.4-RXN	EC-1.8.1.4
RXN0-1132	EC-1.8.1.4
RXN-2102	EC-3.1.1.11
RXN-7716	EC-1.8.1.4
